state,district,season,crop,mean_yield,median_yield,max_yield,min_yield,yield_std,mean_area,years_cultivated,yield_cv,yield_score,cv_scaled,stability_score,experience_score,historical_score
Haryana,SONIPAT,Kharif     ,Cotton(lint),2.775635500079059,2.7962259895500505,4.975124378109452,0.946969696969697,1.1730257496328906,2202.0,20,0.42261519914970075,0.00014954945285634443,0.11264805519235008,0.8873519448076499,0.8636363636363638,0.4390076308959959
Haryana,SONIPAT,Kharif     ,Guar seed,0.8,0.8,0.8,0.8,0.0,5.0,1,0.0,4.268223050295641e-05,0.0,1.0,0.0,0.30002134111525147
Haryana,SONIPAT,Kharif     ,Jowar,0.3904509200021812,0.4443259575224385,0.5555555555555556,0.0048253232966608,0.15650014200837595,9908.521739130434,23,0.4008189864362509,2.3641351773917632e-05,0.10683827604179195,0.893161723958208,1.0,0.46796033786334934
Haryana,SONIPAT,Kharif     ,Maize,3.501463810429731,3.2414910858995136,6.036217303822937,1.6666666666666667,1.3450713949750042,554.5333333333333,15,0.38414545110204207,0.0001733865556227032,0.10239394622980562,0.8976060537701944,0.6363636363636365,0.396641236681597
Haryana,SONIPAT,Kharif     ,Moong(Green Gram),0.4555855803604382,0.4190042075736325,0.8695652173913043,0.05,0.2706481403781498,147.33333333333334,6,0.5940665202002784,2.2285761226393556e-05,0.15834839421320349,0.8416516057867965,0.22727272727272724,0.29796117007119766
Haryana,SONIPAT,Kharif     ,Other Kharif pulses,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,18000.0,1,0.0,8.907891096788335e-05,0.0,1.0,0.0,0.3000445394554839
Haryana,SONIPAT,Kharif     ,Peas & beans (Pulses),8.923084111433644,7.5,20.142857142857142,5.3473442873519295,5.032219165168445,2663.8571428571427,7,0.5639551417788814,0.0004013642602510454,0.15032220815752936,0.8496777918424706,0.2727272727272727,0.3096494742283213
Haryana,SONIPAT,Kharif     ,Rice,2.2982816334750837,2.416810021846274,2.9074074074074074,1.6750629722921917,0.3392864191510741,85092.65217391304,23,0.14762612823827903,0.00012923755891383309,0.03934973535045038,0.9606502646495496,1.0,0.4882596981743218
Haryana,SONIPAT,Kharif     ,Sesamum,0.7061571125265393,0.8,1.0,0.3184713375796178,0.35032155953087774,146.66666666666666,3,0.4960957743206356,4.268223050295641e-05,0.13223429795899752,0.8677657020410025,0.0909090909090909,0.2785328699093704
Haryana,SONIPAT,Kharif     ,Urad,0.7686605173825276,0.7751937984496124,0.8771929824561403,0.6535947712418301,0.11194218523722846,132.0,3,0.14563280239554685,4.1354239648861896e-05,0.03881841447036794,0.9611815855296321,0.0909090909090909,0.30655697096053225
Haryana,SONIPAT,Rabi       ,Barley,4.171660167477123,4.225519287833828,5.235602094240837,3.0,0.9331451261976981,586.75,4,0.22368675508916927,0.00022606614260765282,0.05962369073279999,0.9403763092672001,0.13636363636363635,0.3094986531241911
Haryana,SONIPAT,Rabi       ,Gram,1.0,1.0,1.0,1.0,0.0,10.0,1,0.0,5.338915676409339e-05,0.0,1.0,0.0,0.30002669457838205
Haryana,SONIPAT,Rabi       ,Peas & beans (Pulses),1.3328633166247177,1.3401556541179003,2.0,0.847457627118644,0.311199198668135,199.4,10,0.23348170422770856,7.159926429383927e-05,0.06223453381980782,0.9377654661801922,0.4090909090909091,0.36318362130438636
Haryana,SONIPAT,Rabi       ,Rapeseed &Mustard,1.3003171462244116,1.2706480304955527,1.860119047619048,0.8223684210526315,0.3052145859550267,3322.6190476190477,21,0.23472318798628847,6.787819929028258e-05,0.06256545123886491,0.9374345487611351,0.9090909090909092,0.4630824855461675
Haryana,SONIPAT,Rabi       ,Sunflower,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,9.0,1,0.0,0.0005946837621882409,0.0,1.0,0.0,0.3002973418810941
Haryana,SONIPAT,Rabi       ,Wheat,4.383782120703325,4.37224434515704,5.509540008874427,3.3089430894308944,0.5152854887429335,140570.73913043478,23,0.117543590113521,0.00023392101445475646,0.03133123667406145,0.9686687633259385,1.0,0.49071758950500893
Haryana,SONIPAT,Whole Year ,Coriander,1.763303276879586,1.9548387096774196,3.0444444444444443,0.81,0.7550296765690766,727.7142857142857,7,0.42819048003200455,0.00010450609504306998,0.11413414596666731,0.8858658540333327,0.2727272727272727,0.3203574638029759
Haryana,SONIPAT,Whole Year ,Cotton(lint),1.5,1.5,1.5,1.5,0.0,2000.0,1,0.0,8.015647241693586e-05,0.0,1.0,0.0,0.30004007823620843
Haryana,SONIPAT,Whole Year ,Dry chillies,4.983045070124195,2.083333333333333,15.789473684210526,0.5319148936170213,5.037854888189861,96.6923076923077,13,1.0109992619561636,0.00011138500734525204,0.2694817907387223,0.7305182092612776,0.5454545454545455,0.32830206437296505
Haryana,SONIPAT,Whole Year ,Garlic,12.70935699944044,10.932692307692308,19.2,7.317073170731708,4.9767829282185545,52.0,6,0.39158416341894164,0.0005851321773292138,0.10437673453775119,0.8956232654622488,0.22727272727272724,0.3144340911818847
Haryana,SONIPAT,Whole Year ,Ginger,10.7,12.5,14.0,6.5,3.25192250830182,7.0,5,0.3039179914300767,0.00066903741677947,0.08100932181673925,0.9189906781832607,0.18181818181818182,0.31239535852700434
Haryana,SONIPAT,Whole Year ,Guar seed,0.4990439770554493,0.4990439770554493,0.4990439770554493,0.4990439770554493,0.0,523.0,1,0.0,2.657066077539463e-05,0.0,1.0,0.0,0.3000132853303877
Haryana,SONIPAT,Whole Year ,Onion,22.062171327164272,23.728813559322035,32.63157894736842,10.9375,4.918882456305137,698.6190476190476,21,0.22295550076926077,0.0012701678106780507,0.059428774939060354,0.9405712250609396,0.9090909090909092,0.4646246332418027
Haryana,SONIPAT,Whole Year ,Potato,23.253146234364888,25.38858974358974,27.149321266968325,14.965986394557824,4.0144742587589946,1263.090909090909,22,0.17264219724495453,0.001359023316752779,0.046017766996802524,0.9539822330031975,0.9545454545454546,0.47778327246842656
Haryana,SONIPAT,Whole Year ,Sannhamp,0.7751937984496124,0.7751937984496124,0.7751937984496124,0.7751937984496124,0.0,129.0,1,0.0,4.1354239648861896e-05,0.0,1.0,0.0,0.30002067711982444
Haryana,SONIPAT,Whole Year ,Sugarcane,64.22895891439575,68.29183955739973,94.97647058823529,8.125952260030472,22.71647254628176,9635.260869565218,23,0.3536796007632358,0.0036558329773507922,0.09427327570647204,0.905726724293528,1.0,0.4735459337767338
Haryana,SONIPAT,Whole Year ,Sweet potato,20.766629314435125,20.0,23.80952380952381,19.047619047619047,1.9838714161733175,33.166666666666664,6,0.0955317006980187,0.001070547151572107,0.025463968911912,0.974536031088088,0.22727272727272724,0.3383506283567579
Haryana,SONIPAT,Whole Year ,Turmeric,11.66530612244898,11.428571428571429,15.0,7.428571428571429,2.704328316305406,25.714285714285715,7,0.23182660514164607,0.0006116788832376647,0.06179336726079457,0.9382066327392055,0.2727272727272727,0.336313283808835
Haryana,YAMUNANAGAR,Kharif     ,Arhar/Tur,1.4537780355345522,1.5937262838350619,2.127659574468085,0.5,0.6888295167529876,43.75,4,0.47382028061780834,8.517407446569787e-05,0.12629676649036695,0.8737032335096331,0.13636363636363635,0.28942628436285006
Haryana,YAMUNANAGAR,Kharif     ,Bajra,1.745330797886444,2.0,3.3444816053511706,0.6675567423230975,0.8413349564355543,843.3157894736842,19,0.4820489946400945,0.00010692378806977832,0.1284901297040175,0.8715098702959825,0.8181818181818182,0.42514278661919325
Haryana,YAMUNANAGAR,Kharif     ,Castor seed,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,6.0,1,0.0,4.446671821314591e-05,0.0,1.0,0.0,0.30002223335910655
Haryana,YAMUNANAGAR,Kharif     ,Groundnut,1.1909924879031495,1.075268817204301,2.2222222222222223,0.6451612903225806,0.4773359240719098,96.46153846153847,13,0.40078835838192656,5.741864514194064e-05,0.1068301121358063,0.8931698878641937,0.5454545454545455,0.3770705847727382
Haryana,YAMUNANAGAR,Kharif     ,Horse-gram,0.46078431372549017,0.5,0.5,0.3823529411764705,0.06792356108113247,15.333333333333334,3,0.1474085793675641,2.662184111125093e-05,0.03929174771241787,0.9607082522875822,0.0909090909090909,0.3064076047886484
Haryana,YAMUNANAGAR,Kharif     ,Maize,2.6658161161107965,2.4554941682013505,4.791666666666667,1.606425702811245,0.7262691291390757,1444.0,21,0.2724378192291229,0.00013130850042632726,0.07261828386379146,0.9273817161362086,0.9090909090909092,0.46009835090925755
Haryana,YAMUNANAGAR,Kharif     ,Moong(Green Gram),0.773076923076923,0.773076923076923,1.0,0.5461538461538461,0.3209176930000486,65.5,2,0.41511741383090867,4.1240913506264886e-05,0.11064952097940403,0.8893504790205959,0.045454545454545456,0.27591667325384095
Haryana,YAMUNANAGAR,Kharif     ,Other Kharif pulses,0.3844086021505376,0.3844086021505376,0.5,0.2688172043010752,0.16347092253237397,486.0,2,0.42525302924505676,2.043369824527122e-05,0.11335116864110337,0.8866488313588966,0.045454545454545456,0.2750957753477007
Haryana,YAMUNANAGAR,Kharif     ,Peas & beans (Pulses),11.68031091066467,10.174825174825177,28.33333333333333,5.148514851485149,7.701132365160914,455.57142857142856,7,0.65932597377433,0.0005445600397924754,0.17574329752672188,0.8242567024732781,0.2727272727272727,0.3020947453073342
Haryana,YAMUNANAGAR,Kharif     ,Rice,3.436960730944759,3.525641025641025,4.23905325443787,2.2237046920169004,0.48220191701140414,65581.43478260869,23,0.14029893116609904,0.0001885984178822976,0.037396671424086994,0.962603328575913,1.0,0.48887529778171507
Haryana,YAMUNANAGAR,Kharif     ,Sesamum,0.641124871001032,0.5980392156862745,1.0,0.3684210526315789,0.2685088032146196,34.75,4,0.4188089019154389,3.187033437651415e-05,0.11163348689999736,0.8883665131000027,0.13636363636363635,0.29379861636991633
Haryana,YAMUNANAGAR,Kharif     ,Sunflower,1.497801699132974,1.5345268542199488,2.0,0.8403361344537815,0.3972297614255597,258.6666666666667,9,0.26520851301978254,8.200485482774595e-05,0.0706913127408629,0.9293086872591371,0.36363636363636365,0.35156088133242774
Haryana,YAMUNANAGAR,Kharif     ,Urad,0.6553809501160768,0.4587155963302752,5.0,0.0031645569620253,1.0414934802122449,499.45,20,1.5891421318056047,2.4411695782117147e-05,0.42358573693587276,0.5764142630641272,0.8636363636363638,0.345663757494402
Haryana,YAMUNANAGAR,Rabi       ,Barley,3.2017075773746,3.2017075773746,3.2017075773746,3.2017075773746,0.0,937.0,1,0.0,0.00017125676016177538,0.0,1.0,0.0,0.3000856283800809
Haryana,YAMUNANAGAR,Rabi       ,Gram,1.0,1.0,1.0,1.0,0.0,376.6666666666667,3,0.0,5.338915676409339e-05,0.0,1.0,0.0909090909090909,0.31820851276020024
Haryana,YAMUNANAGAR,Rabi       ,Masoor,0.8492329759331985,0.8254857603358681,1.0804321728691475,0.5061224489795918,0.1390179039498298,1146.1363636363637,22,0.16369819341632005,4.4046601286082155e-05,0.043633743329514314,0.9563662566704857,0.9545454545454546,0.47784099121087964
Haryana,YAMUNANAGAR,Rabi       ,Other  Rabi pulses,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.0,31000.0,1,0.0,3.266607367802181e-05,0.0,1.0,0.0,0.300016333036839
Haryana,YAMUNANAGAR,Rabi       ,Peas & beans (Pulses),1.624381763107776,1.5943496801705757,2.272727272727273,1.0357142857142858,0.4875325664684199,44.666666666666664,6,0.30013422801279793,8.520744775867691e-05,0.08000075991190954,0.9199992400880904,0.22727272727272724,0.3214969212048519
Haryana,YAMUNANAGAR,Rabi       ,Rapeseed &Mustard,1.3141861287441976,1.2638835695135964,2.380952380952381,0.8333333333333334,0.3829351957973352,1946.2380952380952,21,0.2913858147043891,6.751606636563186e-05,0.07766887088568916,0.9223311291143108,0.9090909090909092,0.4585512785856579
Haryana,YAMUNANAGAR,Rabi       ,Sunflower,1.4722734529730188,1.4823505407059785,1.7045454545454546,0.9615384615384616,0.20251656303289292,770.8333333333334,12,0.13755363354813155,7.921161512088572e-05,0.03666491251382905,0.9633350874861709,0.49999999999999994,0.3890401320534117
Haryana,YAMUNANAGAR,Rabi       ,Wheat,4.060701797716871,4.069499982306522,5.378056115769734,3.238095238095238,0.54413280403481,74742.0,23,0.13399969540751516,0.00021771370660967945,0.03571761052227777,0.9642823894777223,1.0,0.48939357369662156
Haryana,YAMUNANAGAR,Rabi       ,other oilseeds,1.2738095238095237,1.25,1.5714285714285714,1.0,0.2864573670360944,367.0,3,0.22488241898160685,6.677281459051462e-05,0.05994239486937104,0.940057605130629,0.0909090909090909,0.30023248612830217
Haryana,YAMUNANAGAR,Whole Year ,Coriander,1.608905781405373,1.542857142857143,2.799352750809061,0.9533898305084746,0.6969765034891319,302.2857142857143,7,0.43319907948887193,8.245081375860808e-05,0.11546918784208673,0.8845308121579133,0.2727272727272727,0.3199459235997078
Haryana,YAMUNANAGAR,Whole Year ,Dry chillies,4.991005180936531,4.761904761904762,9.090909090909092,1.7543859649122806,2.6339686442822923,31.0,5,0.5277431196310729,0.00025478134119976526,0.1406698958939376,0.8593301041060624,0.18181818181818182,0.2942900582660549
Haryana,YAMUNANAGAR,Whole Year ,Garlic,10.157913160068897,9.651785714285715,18.675,0.8333333333333334,5.473644010664758,634.3,10,0.5388551688137914,0.0005165593151141711,0.14363181191625174,0.8563681880837483,0.4090909090909091,0.3389869179008634
Haryana,YAMUNANAGAR,Whole Year ,Ginger,13.608062597669667,14.75,15.944055944055943,7.643312101910828,3.4032390594677246,132.8,5,0.2500899033232341,0.0007894903372172611,0.06666144826141453,0.9333385517385855,0.18181818181818182,0.31675994705382066
Haryana,YAMUNANAGAR,Whole Year ,Onion,20.817800528026524,21.10131054131054,28.07017543859649,13.559322033898304,4.546116494457167,1037.409090909091,22,0.2183764076486772,0.001129505405354231,0.05820821795101012,0.9417917820489898,0.9545454545454546,0.474011378226465
Haryana,YAMUNANAGAR,Whole Year ,Potato,21.1026628793883,21.293034738827004,25.516949152542374,14.60446247464503,3.3072548785877074,2625.909090909091,22,0.15672215859629815,0.0011397692895806532,0.04177428167974241,0.9582257183202576,0.9545454545454546,0.4789466910499585
Haryana,YAMUNANAGAR,Whole Year ,Sugarcane,57.5478235336302,59.64475322802648,83.53461538461538,6.640157510713045,21.813989175439517,33344.17391304348,23,0.37905845670586835,0.003192914398839367,0.10103800818816323,0.8989619918118368,1.0,0.4712850547429707
Haryana,YAMUNANAGAR,Whole Year ,Turmeric,9.49748798516233,11.16301043219076,12.76595744680851,0.9487179487179488,4.587451109411832,1050.0,10,0.48301731116466623,0.0005974621732072553,0.12874823441374655,0.8712517655862535,0.4090909090909091,0.3434924425806615
Himachal Pradesh,BILASPUR,Kharif     ,Arhar/Tur,0.4280860071301248,0.3333333333333333,1.0,0.2352941176470588,0.25309644500124584,6.0,8,0.5912280261109129,1.769940256030344e-05,0.15759179378925908,0.842408206210741,0.3181818181818182,0.3163676752008661
